distinct_id,event_name,page_category,person_opk,ts,uri_path,utm_source
f80dcc7ae1f2afa73cc73a76f1a00331,pageview,home,05c58d3a86fe505a86596d0d3036e88d,1493613684082,/,
80bd70a531e3fb20b539d0a06ccba254,pageview,home,,1493657660015,/,
45382ba8a0794efd47823935fcb1f328,pageview,search,,1493673416072,/search/,c822c1b63853ed273b89687ac505f9fa
6ec7af977ee5222993b3e969041277f8,pageview,search,3fd6cfb7cac04b9972dddb2f658cdecf,1493616474641,/search/,9113d19048abb65bbff551b3417301d6
d284307c43d23c27aeb9034c7e07cd36,pageview,search,,1493676008826,/search/,738aa8d3bc02eb8712acd0eb2cf6dfd5
649834a952cbeac98c50370a049954d1,pageview,search,,1493682241894,/search/,
f686b40b68b93499ca690dc606fd7ce5,pageview,home,96a67ad1502687f1796e2a7f83a9059b,1493669639448,/,
0b867435e357b26c27fd2842ee9f2d72,pageview,search,,1493665106804,/search/,c822c1b63853ed273b89687ac505f9fa
20e53398b2d03eca4404e996529c8c83,pageview,search,,1493672460255,/search/,c822c1b63853ed273b89687ac505f9fa
ac54a184d515ca3371b45b992cbf89fb,pageview,search,,1493664414551,/search/,c822c1b63853ed273b89687ac505f9fa
1193cc2487d4d03d34b57931932c4fad,pageview,search,,1493635216730,/search/,c822c1b63853ed273b89687ac505f9fa
06fcaae66df4206843de61997c05d58d,pageview,search,,1493604938059,/search/,
1016726d4423b3e303fe6dec55523b61,pageview,home,abf01287e20e035f7fa62b0c1ef02706,1493606474321,/,9113d19048abb65bbff551b3417301d6
287720aee9bcfc12b35353d0fe00df88,pageview,home,,1493647485296,/,
7a8f17f5c391c548b3ff17af6273b3b5,pageview,home,c462ca8ae29619f9e91f0ea72831bb79,1493650368872,/,9113d19048abb65bbff551b3417301d6
c16855891a70b5b3def3ffa48def1921,pageview,home,,1493682144896,/,
8cb3c83caebee8e83be7200697feed8e,pageview,search,,1493651708549,/search/,c822c1b63853ed273b89687ac505f9fa
cb46e5c068ca21fd8fe22dc7e145c931,pageview,home,,1493667882464,/,
a052c0692738e4014a17eab43d771c3c,pageview,search,,1493647842963,/search/,c822c1b63853ed273b89687ac505f9fa
672e3f735d5c6546ba90376d37141be9,pageview,search,d8584af4f989c5a6d59065cc87e69a93,1493609591663,/search/,9113d19048abb65bbff551b3417301d6
2f5d8e723ab05fc3ba7c61a5df8ebf91,pageview,search,,1493645995999,/search/,c822c1b63853ed273b89687ac505f9fa
b2242a8468b0916dd39d4184d53fb9e6,pageview,search,,1493605081436,/search/,c822c1b63853ed273b89687ac505f9fa
8efd5588a22e7c131226fde812bb358a,pageview,search,54da78855129f27634e749c5d02a42d8,1493608427741,/search/,
a22b2ee2789ddb090c6daba2b2099dd6,pageview,home,7fb47a111bc9d9bd49b74aa03e387581,1493647023028,/,c822c1b63853ed273b89687ac505f9fa
f52aab14cc8e723adabd751b1fad0111,pageview,home,cd6af4dc0b94bf6d9db05593540f916b,1493655772648,/,9113d19048abb65bbff551b3417301d6
25ed70be0e3c39b7dd3b813bbe93d122,pageview,home,,1493652897696,/,
0754455f9794e06ffd44a568a4f9cd31,pageview,home,90e928ad61f2202e027a566d053ab8a4,1493632607079,/,
e4b62ea0977e2c0b40e5855308fad894,pageview,search,3ff2088c450709547e7c754233559a46,1493679748646,/search/,48f074fa17f82e80816475181040e35f
a75788445afbc598e2d23026d06a1a08,pageview,home,,1493599729083,/,abfbb84135f076b04461358cf7bb2e65
6054b4f4cba0832c7fb42645292f0bdb,pageview,search,,1493628703910,/search/,c822c1b63853ed273b89687ac505f9fa
086864b7980bb53383089f70930b03a5,pageview,search,,1493653595105,/search/,c822c1b63853ed273b89687ac505f9fa
4d6473e3a2be6c5b0bad5da3ee4f8dca,pageview,home,6cb95dde91d367228f33365d08ae6ac7,1493668318320,/,c822c1b63853ed273b89687ac505f9fa
e61643d1812f19d34e25fe334998de0d,pageview,search,e81daac0c9c12adb72c567563fedb8d4,1493673972019,/search/,
a7d17bea8dcb417324f38d273bf84b20,pageview,search,30dee154e1be31864cc7f36b59550464,1493609463184,/search/,
e315d97dd9c350feb292a0a8c887e29b,pageview,home,5882c95a89b08ac3cafbe3d9e7ae61af,1493668903031,/,c822c1b63853ed273b89687ac505f9fa
907545e0ca4b27208975dd57ee162322,pageview,home,f70dc5177d3118ba8643a5e357334872,1493611665300,/,
5a183101daceca6992341e6ff835a95a,pageview,search,90e928ad61f2202e027a566d053ab8a4,1493598491505,/search/,
d0746855b46a69fba4f700ab0e5e82f4,pageview,search,,1493680287639,/search/,c822c1b63853ed273b89687ac505f9fa
961b337b0c8f565899f69a095454edac,pageview,home,,1493665360282,/,
6f688bdedd2745c71db5a4fc2cbbc38b,pageview,search,,1493644130454,/search/,c822c1b63853ed273b89687ac505f9fa
466962456c54f98095d36102ff6ce77a,pageview,home,3dd66936deb4d4cc22792361228e7bb4,1493648040271,/,66f0ee0534a176750659139b48e1779f
9d48d85b23e2f91db6807d556306dd3c,pageview,home,,1493659218490,/,c822c1b63853ed273b89687ac505f9fa
a21c078efe4b3eedd8ed17bc7e21a88a,pageview,home,,1493599236516,/,
69e2cb6fe3ebc1ecb76bb6e4e292cb1f,pageview,home,c0b0c6699b4e1a1ee79e7e59023c0738,1493607951368,/,
4e1705ee4795aeac7f55b98440e6bd7a,pageview,home,97e7202be37ee2f64416b1fe1665e777,1493679313690,/,48f074fa17f82e80816475181040e35f
972875c2be62beb14df872d2ab4eea07,pageview,home,,1493661229231,/,2b1b646f8f614b80a1cba727dc0e9b7b
fda1809b63b5f94ee6dfa92be0d3f581,pageview,home,1542ce0510e790be4f626e5f67cdc31e,1493614879334,/,9113d19048abb65bbff551b3417301d6
f7754ae09cc08350f21414659eb14319,pageview,search,,1493675177567,/search/,c822c1b63853ed273b89687ac505f9fa
2c38f67cd1a1132d5469430bf2387335,pageview,search,,1493681139437,/search/,
ad8fa993516540ad6223472c9569187b,pageview,home,72b615340d9e58a34d1c872b20de3c90,1493615919720,/,48f074fa17f82e80816475181040e35f
6802151457ba5a3e77392814c2dd1336,pageview,search,abff2d773b8145715ae9e623c73fc242,1493677296014,/search/,
15aaf5082a481fb6ab105811a4b99734,pageview,search,,1493664236438,/search/,
7a60e75d9c3dd7efef0f010221843fe5,pageview,home,32438235577ddab591dd3a2070755624,1493650167883,/,9113d19048abb65bbff551b3417301d6
439423c02e8fb7f51622c7b742622757,pageview,search,f21683780aadd5da5630a7d203fd6d86,1493638107128,/search/ref=search-header,c822c1b63853ed273b89687ac505f9fa
e31cb4aab3b21bf82ae8198bdbbff9f9,pageview,search,420edcfe69cdfe2dac7c7cab2c67e901,1493601230525,/search/,
01e5b6c0bd8fa2e4f15c31474bc9bde5,pageview,home,,1493646309522,/,
a5a3e8832cc249b169b2232f4906cc87,pageview,home,991283b2160fae2999535854e9e7ce7b,1493671642729,/,9113d19048abb65bbff551b3417301d6
533a6847cb5cdf901ad72f6b24dc34fd,pageview,search,be01c40eae2a13ce41ba4b3744860484,1493608987540,/search/,48f074fa17f82e80816475181040e35f
1b657a12aaefcf7de79b35f60ee4ed15,pageview,search,315d4816f1af61148b675e1381e2eef5,1493645812392,/search/,
6a67b1e5b1d1cdd3d9b318968d7205ab,pageview,home,f24f5f0a49a435edddf91db52317cdb7,1493669922798,/,c822c1b63853ed273b89687ac505f9fa
636165eed99187e704cc61be36ac6fd0,pageview,home,,1493671598322,/,
19cb2273ff75c0b199af721259807957,pageview,home,f5170787467b39165c3d4b3f08dc816a,1493650257046,/,
22d1e099137c92f713da5fffb9dc4197,pageview,home,9df9eb3e47d5cb7a824894a27c59c6db,1493618423631,/,66f0ee0534a176750659139b48e1779f
e0ed76296076c72f9de34f4fc72cb647,pageview,home,736cf9287448a3e8a6ba03fc028ce497,1493650378331,/,
5ff64375d8492a8bfd1e683025328dd6,pageview,search,,1493680352018,/search/,c822c1b63853ed273b89687ac505f9fa
14a2fee9e0c4957de7d8a5c03d96920f,pageview,search,,1493650925361,/search/,abfbb84135f076b04461358cf7bb2e65
a2ae06ce4b8779c0feb76cf246e29066,pageview,search,cab39225c6738cde452cb3ff0621a0ab,1493666394158,/search/,
e3dbe6d1f25ec5770cfbd043508359d4,pageview,home,1a35ed908b76599e83f6cfebcc1c8833,1493675462857,/,9113d19048abb65bbff551b3417301d6
a0572efdac677cc746419b26bb81388f,pageview,home,d6fba2caa78d09ad52f2e0442f222e83,1493680497129,/,9113d19048abb65bbff551b3417301d6
50b0737034a95188847cea4b276e7315,pageview,search,,1493678804619,/search/,
38df167dc555bd24eeb2091aab49db9c,pageview,home,,1493664740659,/,
022ab7e10210a2321a96ea6bb7f82645,pageview,search,,1493665217595,/search/,c822c1b63853ed273b89687ac505f9fa
b61502a77fcca61a2259b5fc497fe08f,pageview,home,,1493667855414,/,
4060efd44da65c6eaf3cc42e56914264,pageview,home,,1493656563076,/,
1e0dcac1a23684cdef34a60668885c5d,pageview,home,,1493658262074,/,
5e6d9bba37b8b72d90fa7a98824db39f,pageview,search,28937428cef42ef638133042e22543c8,1493673681509,/search/,
acc2e0834554cf20d82a00f6a1df3ab9,pageview,search,,1493663298528,/search/,c822c1b63853ed273b89687ac505f9fa
f3dddc50967f5c20f44c75e7e47cdc03,pageview,search,,1493681296432,/search/,
aa6f1541d17e21154bca3186b3392623,pageview,home,,1493619854461,/,
756048496b31b2e648ab1f67af371556,pageview,home,20ee2ccd13aeaa05a32236200e7ef151,1493655635060,/,
36b35e2351da4a1c1b39ac0efa421f8f,pageview,home,4bdb2b4d3cf074e2109c8ac0ba9770fd,1493654886849,/,9113d19048abb65bbff551b3417301d6
1ad475f7542f331a247ca0dbccf7682b,pageview,home,03f78b9414220b29c4f17ec4c38b7e09,1493663966080,/,66f0ee0534a176750659139b48e1779f
3349ae8370417bd5782a2390fcb7e6e1,pageview,home,,1493611048836,/,
9cecf3bca477e26f72521cd18c41bd83,pageview,search,,1493671468432,/search/,c822c1b63853ed273b89687ac505f9fa
d19c8acd44aa5ed5cdefc6d3b47ce2de,pageview,home,,1493615294209,/,
d0cebdc1bcd351bbc82c8a8073dd018d,pageview,home,,1493609396600,/,
787f1b221952aae371a387e2f87eac22,pageview,home,0cc265a686795e02192df427c2389543,1493655949600,/,
5a0380d4bd4674dbac55e476724c0fd2,pageview,search,44d12e35dbc77b77136429ee4d2d3e97,1493675447336,/search/,c822c1b63853ed273b89687ac505f9fa
64d2712f0912a483580667594b97592c,pageview,search,,1493640615627,/search/,c822c1b63853ed273b89687ac505f9fa
691e91c4e6fac6b0aead5d65b801ea92,pageview,home,68c8a416d4fefef8517e14146bd9f054,1493597604962,/,9113d19048abb65bbff551b3417301d6
cb72abbe2253852b92183761018f8c48,pageview,search,,1493600965753,/search/,
4b74cbdd2c07039f082a2498c46c2f03,pageview,home,,1493606246974,/,
aea25c366c589b3ff5934fc005301b3a,pageview,home,,1493661972470,/,c822c1b63853ed273b89687ac505f9fa
66fa3e4fb3e7c7a2f74cc42c6d59d970,pageview,search,fdec7d46c369dcb87c9cd88bde4609e7,1493666347206,/search/ref=search-header,c822c1b63853ed273b89687ac505f9fa
dca2ad06de46f8443e06b688bc0f3881,pageview,home,9b1e4d4ade3bf5a61ef05bc214af5df5,1493669108119,/,c822c1b63853ed273b89687ac505f9fa
f516d14426abef7001cdddbdf402ad8f,pageview,home,,1493650118164,/,9113d19048abb65bbff551b3417301d6
d2b481ce0c68b1ec838d9359f187746a,pageview,search,,1493657487790,/search/,c822c1b63853ed273b89687ac505f9fa
4a50ffbf622d1a144a6e15ef86e8f880,pageview,home,f6f1b740b3195bb42302c1f5e87f24e0,1493650209925,/,
a8c04a5199548fc6742fa9072c1417f7,pageview,uncategorized,,1493659682525,/,
029da6f80bdbc68c4bad72211b783dde,pageview,search,91abae8a0bbc4e9aa0a0c626f19b6269,1493656526403,/search/,
1372219d0d6898fed4d16311b651cae4,pageview,home,,1493650549643,/,
55a4c75453a21e0a56ba568578f0ba8c,pageview,home,,1493647021728,/,
7f962167d93ad81887c5100bf1cf91a9,pageview,home,,1493600171451,/,
e9a655f71cd6da2bf1cba16c2590fb1b,pageview,home,90e928ad61f2202e027a566d053ab8a4,1493611849455,/,
ccddaa6cfabe093cb6b59038c409c131,pageview,home,,1493646630986,/,
9edfe8476af87c502250218443c4c864,pageview,search,,1493644195297,/search/,c822c1b63853ed273b89687ac505f9fa
e9fbe6dd1c73e03ed5db10828bd8c9f7,pageview,home,,1493659095930,/,c822c1b63853ed273b89687ac505f9fa
267bbe9f6b574b83019532341c0721c2,pageview,search,933aed02cad1725c88e0aabb12fe79cf,1493673736088,/search/,738aa8d3bc02eb8712acd0eb2cf6dfd5
5c698000be71ac2697fac12b71cbbddb,pageview,home,dc01a49b1847657a0a7d85b5dfe7fe8c,1493606522799,/,9113d19048abb65bbff551b3417301d6
d706b80a137a155fc4ba26aa659f6b6a,pageview,search,87d028aeabef1ae3a37b0f59756a30db,1493665433976,/search/,9113d19048abb65bbff551b3417301d6
fee7ded1f928f3569cd138649990a522,pageview,search,39fd5ccfc0f3d7b4ac05086278ecb172,1493652787607,/search/,
05c7e408f000e88dad2390a10bbc42d8,pageview,search,,1493657268415,/search/,9113d19048abb65bbff551b3417301d6
37c421f8f120f17e54800f1a449e88f2,pageview,home,,1493605761631,/,
1464b80633a00fff7584e36db322abec,pageview,home,72849b6f70287d91505f5fb04b60aabd,1493673064919,/,c822c1b63853ed273b89687ac505f9fa
a53e5c92282b26a8f1db3a5afa486c44,pageview,home,,1493671211210,/,28e37f9008b9901c861abc2264934c54
ceaf6a3e978530e76ab0e5b507f7b38a,pageview,search,,1493652638547,/search/,
28fbfb851d86ea12a9c902326446da77,pageview,home,,1493673547687,/,738aa8d3bc02eb8712acd0eb2cf6dfd5
5a92c791e9ec0ae0baa6a61ab3bc5a4f,pageview,home,d64c01731293535cc261d7cca87c02de,1493681415439,/,c822c1b63853ed273b89687ac505f9fa
e47adf21ccb4cb8d8a1691bef9077cbe,pageview,search,d7ace48c6f5a0d9a857e5dd982a0e85e,1493680727050,/search/,9113d19048abb65bbff551b3417301d6
ada6019972ab5b5cfc92e34d90d1b571,pageview,home,90e928ad61f2202e027a566d053ab8a4,1493679482764,/,
63ec1ea5a85622028be387665a34bc2f,pageview,search,,1493665143392,/search/,c822c1b63853ed273b89687ac505f9fa
80a55dcd853c38d1ae7a16f203fb891e,pageview,home,90e928ad61f2202e027a566d053ab8a4,1493681185490,/,
c32d226216927b9c482604608f55412b,pageview,search,,1493652869758,/search/,c822c1b63853ed273b89687ac505f9fa
65e7f65a82d971c9067f4252db8b017e,pageview,home,90e928ad61f2202e027a566d053ab8a4,1493653266914,/,
d1da505bcab8471701eb1865b4de8a90,pageview,home,046b3ee0573cbc63bbdbcea14f0f6faa,1493667512518,/,9113d19048abb65bbff551b3417301d6
b084be26e2311ce4d08cac3346b744eb,pageview,home,,1493680063992,/,738aa8d3bc02eb8712acd0eb2cf6dfd5
9f85f06b55e8fcffa2463248148ef06b,pageview,home,99ca3d5a1c4edfd4ec763051b03c2572,1493601021672,/,08611ecc19afeafe8d61989e4f479778
dc3bc3033dfb3163cbec96bb8c6cb53a,pageview,search,,1493650882425,/search/,
825507c5ab5be42ac5ae201918dad1c6,pageview,home,90e928ad61f2202e027a566d053ab8a4,1493598428359,/,
9930bcfde4f8a90a4fc47ce09bac376d,pageview,home,23a9c909c2f875cbcc71a3d6bc8da60c,1493647246059,/,c822c1b63853ed273b89687ac505f9fa
1b5abfca81a7cc0cc20c5fd6e64f40ab,pageview,home,a17eb358608e6f8fd2327b5bc5fb6163,1493597120353,/,
860a5a0c4f0e46214f623e949eb0aac2,pageview,home,,1493649986675,/,
2065cd418a5904d532d53cc6d4d621e8,pageview,home,,1493673026070,/,
50223ae0bc672fe4fcbe5887e50fb29b,pageview,home,0750c84a91fd6682fc5ac1de25e735c1,1493676037650,/,9113d19048abb65bbff551b3417301d6
e8ad3c951ddc95c9fa524985a4966d92,pageview,home,,1493662419871,/,
6ccb835e13658b84c7d2bb943edcdef9,pageview,search,,1493596936913,/search/,
fc77aaaef2748b9cef8db437f8b6475b,pageview,search,,1493597711705,/search/,c822c1b63853ed273b89687ac505f9fa
5053db198149d05dd1d33a5d5ef52844,pageview,home,e982cf7f42fa29a9880f9c3ec7a007f7,1493657189082,/,9113d19048abb65bbff551b3417301d6
70ed26201076c2e1562b1248ad433dd9,pageview,search,,1493612319143,/search/,
9aa0da0d21f998bfd66b346846268bb5,pageview,search,113c4791c3ca7c0815ac2ead8781fa30,1493660053257,/search/,c822c1b63853ed273b89687ac505f9fa
9d0d6e50e0f8496e0bca8fcda52a280b,pageview,home,,1493606548921,/,
70b6fa1261116803513939d97333f8f4,pageview,home,d1d6c0dbd415f1537d3006ada0203473,1493664560690,/,48f074fa17f82e80816475181040e35f
01ec6fa788e976aa54d4e3efe1981d03,pageview,home,90e928ad61f2202e027a566d053ab8a4,1493632686810,/,
c62e249d8b2446c13e08fda021f234c1,pageview,home,6c05085327409cef4abf248d50180c66,1493660836134,/,
b30e7555adb06ff83b94ca878358c36a,pageview,search,e78d1b38eefe7368dca6d8180e4feb92,1493680321185,/search/ref%3Dsearch-header,c822c1b63853ed273b89687ac505f9fa
a73bef852b72c1f2977e72d7c18cb952,pageview,search,,1493605775163,/search/,c822c1b63853ed273b89687ac505f9fa
e7571eb8cdbbb54efa245cb75a83c482,pageview,home,c2aa6f11f149081aa3d7c10a6617f9a0,1493651933017,/,9113d19048abb65bbff551b3417301d6
d5c43b2d527c4b4efe89b70d415b67c1,pageview,home,,1493642225870,/,
6935923f14d5bdc5abe85663edd0fa46,pageview,search,45ffe482a7c6bedbbec543e6b855d415,1493661499954,/search/,c822c1b63853ed273b89687ac505f9fa
03425480dce8e6e381c76c4d18706ac3,pageview,home,,1493605263964,/,
cda200733d35a1cc56833509f2343e43,pageview,search,94179437c877f4b809cffc544c402780,1493621581988,/search/,c822c1b63853ed273b89687ac505f9fa
e1887438f40a0a8ca60d6484e116f38d,pageview,search,,1493677662806,/search/,c822c1b63853ed273b89687ac505f9fa
c1e64571fb1b50bde38bd5784a1aaae4,pageview,home,3b65dffe702262c88138e4e2e42c5e96,1493668815892,/,c822c1b63853ed273b89687ac505f9fa
9bde3fa7b37935046fe9555df257144b,pageview,home,,1493662326527,/,
7e8c32885781f3e447e5a92713bd8fe6,pageview,search,,1493598555494,/search/,c822c1b63853ed273b89687ac505f9fa
7439848067525231af50437ceeaeb318,pageview,search,af8be8fbd56cee82bea654a085e488c7,1493655056351,/search/,738aa8d3bc02eb8712acd0eb2cf6dfd5
bd53767160dbc0854f5ce644df0f9e32,pageview,home,a547e9cda806cd46b025838cf720011c,1493664954083,/,c822c1b63853ed273b89687ac505f9fa
2fb78b32c607621012e347dd449e6ad6,pageview,home,31f1a546bdbb6dcb73209a25a437b8a1,1493656707742,/,
22ddefe99c27f336537e6da8ca9e0ec2,pageview,home,f12689105be0826a75395f8190484c04,1493656789957,/,9113d19048abb65bbff551b3417301d6
2406a4ce9455ce7b3705edb228796dc4,pageview,search,40c89afb9a1bd0f7db2195990f16480d,1493653797599,/search/,bf9bf1570afe066c66ed67c91953c34a
f6a754763ea7b987eb878cb8028be384,pageview,home,,1493632466549,/,
9f7c611fe77ca2739d46b9753132531d,pageview,home,dc20f73d0aebc792361cf87148423d24,1493672235833,/,9113d19048abb65bbff551b3417301d6
3f259a2c19a34e9710a26c5555914f1e,pageview,search,,1493645971113,/search/ref=search-header,c822c1b63853ed273b89687ac505f9fa
